Type;ESR-7;
2.5175000000000005;-49.749576568603516;-49.749576568603516
2.5650000000000004;-49.797782897949219;-49.797782897949219
2.6125000000000003;-49.834396362304687;-49.834396362304687
2.6600000000000001;-49.872344970703125;-49.872344970703125
2.7075;-49.896202087402344;-49.896202087402344
2.7549999999999999;-49.929283142089844;-49.929283142089844
2.8024999999999998;-49.956981658935547;-49.956981658935547
2.8499999999999996;-49.988998413085937;-49.988998413085937
2.8974999999999995;-50.033729553222656;-50.033729553222656
2.9449999999999994;-50.0576171875;-50.0576171875
2.9924999999999993;-50.090782165527344;-50.090782165527344
3.0399999999999991;-50.110157012939453;-50.110157012939453
3.087499999999999;-50.107593536376953;-50.107593536376953
3.1349999999999989;-50.165229797363281;-50.165229797363281
3.1824999999999988;-50.192344665527344;-50.192344665527344
3.2299999999999986;-50.242744445800781;-50.242744445800781
3.2774999999999985;-50.238929748535156;-50.238929748535156
3.3249999999999984;-50.283744812011719;-50.283744812011719
3.3724999999999983;-50.287029266357422;-50.287029266357422
3.4199999999999982;-50.306964874267578;-50.306964874267578
3.467499999999998;-50.365211486816406;-50.365211486816406
3.5149999999999979;-50.386440277099609;-50.386440277099609
3.5624999999999978;-50.416244506835938;-50.416244506835938
3.6099999999999977;-50.454814910888672;-50.454814910888672
3.6574999999999975;-50.449344635009766;-50.449344635009766
3.7049999999999974;-50.467597961425781;-50.467597961425781
3.7524999999999973;-50.481315612792969;-50.481315612792969
3.7999999999999972;-50.495967864990234;-50.495967864990234
3.847499999999997;-50.496517181396484;-50.496517181396484
3.8949999999999969;-50.532161712646484;-50.532161712646484
3.9424999999999968;-50.548564910888672;-50.548564910888672
3.9899999999999967;-50.552436828613281;-50.552436828613281
4.037499999999997;-50.573314666748047;-50.573314666748047
4.0849999999999973;-50.57794189453125;-50.57794189453125
4.1324999999999976;-50.599067687988281;-50.599067687988281
4.1799999999999979;-50.582199096679688;-50.582199096679688
4.2274999999999983;-50.615139007568359;-50.615139007568359
4.2749999999999986;-50.627681732177734;-50.627681732177734
4.3224999999999989;-50.634418487548828;-50.634418487548828
4.3699999999999992;-50.630596160888672;-50.630596160888672
4.4174999999999995;-50.632232666015625;-50.632232666015625
4.4649999999999999;-50.640243530273438;-50.640243530273438
4.5125000000000002;-50.653190612792969;-50.653190612792969
4.5600000000000005;-50.656108856201172;-50.656108856201172
4.6075000000000008;-50.641704559326172;-50.641704559326172
4.6550000000000011;-50.657752990722656;-50.657752990722656
4.7025000000000015;-50.651912689208984;-50.651912689208984
4.7500000000000018;-50.663230895996094;-50.663230895996094
4.7975000000000021;-50.645164489746094;-50.645164489746094
4.8450000000000024;-50.648811340332031;-50.648811340332031
4.8925000000000027;-50.643707275390625;-50.643707275390625
4.9400000000000031;-50.640792846679687;-50.640792846679687
4.9875000000000034;-50.663414001464844;-50.663414001464844
5.0350000000000037;-50.649543762207031;-50.649543762207031
5.082500000000004;-50.646987915039062;-50.646987915039062
5.1300000000000043;-50.647171020507812;-50.647171020507812
5.1775000000000047;-50.628227233886719;-50.628227233886719
5.225000000000005;-50.626953125;-50.626953125
5.2725000000000053;-50.623500823974609;-50.623500823974609
5.3200000000000056;-50.628227233886719;-50.628227233886719
5.3675000000000059;-50.605007171630859;-50.605007171630859
5.4150000000000063;-50.626773834228516;-50.626773834228516
5.4625000000000066;-50.615139007568359;-50.615139007568359
5.5100000000000069;-50.601295471191406;-50.601295471191406
5.5575000000000072;-50.640243530273438;-50.640243530273438
5.6050000000000075;-50.624225616455078;-50.624225616455078
5.6525000000000079;-50.626407623291016;-50.626407623291016
5.7000000000000082;-50.615680694580078;-50.615680694580078
5.7475000000000085;-50.640975952148437;-50.640975952148437
5.7950000000000088;-50.65008544921875;-50.65008544921875
5.8425000000000091;-50.645893096923828;-50.645893096923828
5.8900000000000095;-50.634963989257812;-50.634963989257812
5.9375000000000098;-50.676212310791016;-50.676212310791016
5.9850000000000101;-50.647533416748047;-50.647533416748047
6.0325000000000104;-50.677127838134766;-50.677127838134766
6.0800000000000107;-50.677127838134766;-50.677127838134766
6.127500000000011;-50.695442199707031;-50.695442199707031
6.1750000000000114;-50.708286285400391;-50.708286285400391
6.2225000000000117;-50.707553863525391;-50.707553863525391
6.270000000000012;-50.704616546630859;-50.704616546630859
6.3175000000000123;-50.726673126220703;-50.726673126220703
6.3650000000000126;-50.740848541259766;-50.740848541259766
6.412500000000013;-50.740299224853516;-50.740299224853516
6.4600000000000133;-50.769096374511719;-50.769096374511719
6.5075000000000136;-50.787982940673828;-50.787982940673828
6.5550000000000139;-50.787239074707031;-50.787239074707031
6.6025000000000142;-50.795764923095703;-50.795764923095703
6.6500000000000146;-50.829139709472656;-50.829139709472656
6.6975000000000149;-50.818389892578125;-50.818389892578125
6.7450000000000152;-50.855606079101563;-50.855606079101563
6.7925000000000155;-50.853046417236328;-50.853046417236328
6.8400000000000158;-50.87481689453125;-50.87481689453125
6.8875000000000162;-50.904182434082031;-50.904182434082031
6.9350000000000165;-50.903633117675781;-50.903633117675781
6.9825000000000168;-50.91632080078125;-50.91632080078125
7.0300000000000171;-50.9349365234375;-50.9349365234375
7.0775000000000174;-50.913192749023438;-50.913192749023438
7.1250000000000178;-50.971725463867188;-50.971725463867188
7.1725000000000181;-50.982845306396484;-50.982845306396484
7.2200000000000184;-50.965614318847656;-50.965614318847656
7.2675000000000187;-50.981178283691406;-50.981178283691406
7.315000000000019;-51.010627746582031;-51.010627746582031
7.3625000000000194;-50.991127014160156;-50.991127014160156
7.4100000000000197;-51.028888702392578;-51.028888702392578
7.45750000000002;-51.038398742675781;-51.038398742675781
7.5050000000000203;-51.057819366455078;-51.057819366455078
7.5525000000000206;-51.065158843994141;-51.065158843994141
7.600000000000021;-51.055988311767578;-51.055988311767578
7.6475000000000213;-51.058002471923828;-51.058002471923828
7.6950000000000216;-51.065341949462891;-51.065341949462891
7.7425000000000219;-51.093658447265625;-51.093658447265625
7.7900000000000222;-51.034919738769531;-51.034919738769531
7.8375000000000226;-51.055988311767578;-51.055988311767578
7.8850000000000229;-51.054702758789063;-51.054702758789063
7.9325000000000232;-51.082801818847656;-51.082801818847656
7.9800000000000235;-51.083721160888672;-51.083721160888672
8.027500000000023;-51.090896606445313;-51.090896606445313
8.0750000000000224;-51.107852935791016;-51.107852935791016
8.1225000000000218;-51.108776092529297;-51.108776092529297
8.1700000000000212;-51.099739074707031;-51.099739074707031
8.2175000000000207;-51.101768493652344;-51.101768493652344
8.2650000000000201;-51.077651977539063;-51.077651977539063
8.3125000000000195;-51.056350708007813;-51.056350708007813
8.360000000000019;-51.069931030273437;-51.069931030273437
8.4075000000000184;-51.038581848144531;-51.038581848144531
8.4550000000000178;-51.067359924316406;-51.067359924316406
8.5025000000000173;-51.054336547851563;-51.054336547851563
8.5500000000000167;-51.057453155517578;-51.057453155517578
8.5975000000000161;-51.062770843505859;-51.062770843505859
8.6450000000000156;-51.022308349609375;-51.022308349609375
8.692500000000015;-51.038219451904297;-51.038219451904297
8.7400000000000144;-51.019386291503906;-51.019386291503906
8.7875000000000139;-51.041694641113281;-51.041694641113281
8.8350000000000133;-51.044437408447266;-51.044437408447266
8.8825000000000127;-51.008075714111328;-51.008075714111328
8.9300000000000122;-51.030166625976562;-51.030166625976562
8.9775000000000116;-51.019935607910156;-51.019935607910156
9.025000000000011;-51.034374237060547;-51.034374237060547
9.0725000000000104;-51.047737121582031;-51.047737121582031
9.1200000000000099;-51.037117004394531;-51.037117004394531
9.1675000000000093;-51.037117004394531;-51.037117004394531
9.2150000000000087;-51.024135589599609;-51.024135589599609
9.2625000000000082;-51.043525695800781;-51.043525695800781
9.3100000000000076;-51.021030426025391;-51.021030426025391
9.357500000000007;-51.018840789794922;-51.018840789794922
9.4050000000000065;-51.020847320556641;-51.020847320556641
9.4525000000000059;-51.029983520507812;-51.029983520507812
9.5000000000000053;-51.012451171875;-51.012451171875
9.5475000000000048;-51.002601623535156;-51.002601623535156
9.5950000000000042;-51.017745971679688;-51.017745971679688
9.6425000000000036;-51.002601623535156;-51.002601623535156
9.6900000000000031;-51.005519866943359;-51.005519866943359
9.7375000000000025;-50.964134216308594;-50.964134216308594
9.7850000000000019;-50.967094421386719;-50.967094421386719
9.8325000000000014;-50.938072204589844;-50.938072204589844
9.8800000000000008;-50.964317321777344;-50.964317321777344
9.9275000000000002;-50.945640563964844;-50.945640563964844
9.9749999999999996;-50.966354370117188;-50.966354370117188
10.022499999999999;-50.957839965820313;-50.957839965820313
10.069999999999999;-50.931243896484375;-50.931243896484375
10.117499999999998;-50.943424224853516;-50.943424224853516
10.164999999999997;-50.925716400146484;-50.925716400146484
10.212499999999997;-50.90216064453125;-50.90216064453125
10.259999999999996;-50.911907196044922;-50.911907196044922
10.307499999999996;-50.892242431640625;-50.892242431640625
10.354999999999995;-50.854690551757812;-50.854690551757812
10.402499999999995;-50.863651275634766;-50.863651275634766
10.449999999999994;-50.826404571533203;-50.826404571533203
10.497499999999993;-50.830959320068359;-50.830959320068359
10.544999999999993;-50.792613983154297;-50.792613983154297
10.592499999999992;-50.78167724609375;-50.78167724609375
10.639999999999992;-50.763179779052734;-50.763179779052734
10.687499999999991;-50.760597229003906;-50.760597229003906
10.734999999999991;-50.767429351806641;-50.767429351806641
10.78249999999999;-50.746932983398437;-50.746932983398437
10.829999999999989;-50.727405548095703;-50.727405548095703
10.877499999999989;-50.732192993164063;-50.732192993164063
10.924999999999988;-50.736244201660156;-50.736244201660156
10.972499999999988;-50.711040496826172;-50.711040496826172
11.019999999999987;-50.714530944824219;-50.714530944824219
11.067499999999987;-50.713062286376953;-50.713062286376953
11.114999999999986;-50.723728179931641;-50.723728179931641
11.162499999999985;-50.696907043457031;-50.696907043457031
11.209999999999985;-50.694892883300781;-50.694892883300781
11.257499999999984;-50.687923431396484;-50.687923431396484
11.304999999999984;-50.691226959228516;-50.691226959228516
11.352499999999983;-50.680973052978516;-50.680973052978516
11.399999999999983;-50.692146301269531;-50.692146301269531
11.447499999999982;-50.672550201416016;-50.672550201416016
11.494999999999981;-50.674747467041016;-50.674747467041016
11.542499999999981;-50.663780212402344;-50.663780212402344
11.58999999999998;-50.693790435791016;-50.693790435791016
11.63749999999998;-50.701496124267578;-50.701496124267578
11.684999999999979;-50.721336364746094;-50.721336364746094
11.732499999999979;-50.71563720703125;-50.71563720703125
11.779999999999978;-50.710124969482422;-50.710124969482422
11.827499999999977;-50.755603790283203;-50.755603790283203
11.874999999999977;-50.759300231933594;-50.759300231933594
11.922499999999976;-50.767063140869141;-50.767063140869141
11.969999999999976;-50.778530120849609;-50.778530120849609
12.017499999999975;-50.798545837402344;-50.798545837402344
12.064999999999975;-50.804931640625;-50.804931640625
12.112499999999974;-50.849937438964844;-50.849937438964844
12.159999999999973;-50.844825744628906;-50.844825744628906
12.207499999999973;-50.853595733642578;-50.853595733642578
12.254999999999972;-50.86328125;-50.86328125
12.302499999999972;-50.86712646484375;-50.86712646484375
12.349999999999971;-50.889488220214844;-50.889488220214844
12.397499999999971;-50.892604827880859;-50.892604827880859
12.44499999999997;-50.934196472167969;-50.934196472167969
12.49249999999997;-50.959690093994141;-50.959690093994141
12.539999999999969;-50.975990295410156;-50.975990295410156
12.587499999999968;-50.948966979980469;-50.948966979980469
12.634999999999968;-50.998592376708984;-50.998592376708984
12.682499999999967;-50.995132446289063;-50.995132446289063
12.729999999999967;-51.000965118408203;-51.000965118408203
12.777499999999966;-51.032543182373047;-51.032543182373047
12.824999999999966;-51.056537628173828;-51.056537628173828
12.872499999999965;-51.052501678466797;-51.052501678466797
12.919999999999964;-51.102500915527344;-51.102500915527344
12.967499999999964;-51.147605895996094;-51.147605895996094
13.014999999999963;-51.16485595703125;-51.16485595703125
13.062499999999963;-51.206787109375;-51.206787109375
13.109999999999962;-51.20660400390625;-51.20660400390625
13.157499999999962;-51.253257751464844;-51.253257751464844
13.204999999999961;-51.274196624755859;-51.274196624755859
13.25249999999996;-51.311603546142578;-51.311603546142578
13.29999999999996;-51.311603546142578;-51.311603546142578
13.347499999999959;-51.332126617431641;-51.332126617431641
13.394999999999959;-51.376216888427734;-51.376216888427734
13.442499999999958;-51.367130279541016;-51.367130279541016
13.489999999999958;-51.423812866210938;-51.423812866210938
13.537499999999957;-51.444499969482422;-51.444499969482422
13.584999999999956;-51.484909057617188;-51.484909057617188
13.632499999999956;-51.485462188720703;-51.485462188720703
13.679999999999955;-51.495967864990234;-51.495967864990234
13.727499999999955;-51.523296356201172;-51.523296356201172
13.774999999999954;-51.575847625732422;-51.575847625732422
13.822499999999954;-51.570384979248047;-51.570384979248047
13.869999999999953;-51.585872650146484;-51.585872650146484
13.917499999999952;-51.611621856689453;-51.611621856689453
13.964999999999952;-51.60577392578125;-51.60577392578125
14.012499999999951;-51.618396759033203;-51.618396759033203
14.059999999999951;-51.639472961425781;-51.639472961425781
14.10749999999995;-51.633602142333984;-51.633602142333984
14.15499999999995;-51.652137756347656;-51.652137756347656
14.202499999999949;-51.653244018554688;-51.653244018554688
14.249999999999948;-51.661331176757813;-51.661331176757813
14.297499999999948;-51.709663391113281;-51.709663391113281
14.344999999999947;-51.666854858398437;-51.666854858398437
14.392499999999947;-51.715953826904297;-51.715953826904297
14.439999999999946;-51.780502319335938;-51.780502319335938
14.487499999999946;-51.740814208984375;-51.740814208984375
14.534999999999945;-51.784152984619141;-51.784152984619141
14.582499999999945;-51.811031341552734;-51.811031341552734
14.629999999999944;-51.857673645019531;-51.857673645019531
14.677499999999943;-51.868728637695312;-51.868728637695312
14.724999999999943;-51.872043609619141;-51.872043609619141
14.772499999999942;-51.893466949462891;-51.893466949462891
14.819999999999942;-51.941562652587891;-51.941562652587891
14.867499999999941;-51.980464935302734;-51.980464935302734
14.914999999999941;-52.000988006591797;-52.000988006591797
14.96249999999994;-52.023769378662109;-52.023769378662109
15.009999999999939;-52.032608032226563;-52.032608032226563
15.057499999999939;-52.007965087890625;-52.007965087890625
15.104999999999938;-52.023399353027344;-52.023399353027344
15.152499999999938;-52.037578582763672;-52.037578582763672
15.199999999999937;-52.075614929199219;-52.075614929199219
15.247499999999937;-52.072284698486328;-52.072284698486328
15.294999999999936;-52.045318603515625;-52.045318603515625
15.342499999999935;-52.033523559570312;-52.033523559570312
15.389999999999935;-52.061195373535156;-52.061195373535156
15.437499999999934;-52.162174224853516;-52.162174224853516
15.484999999999934;-52.281581878662109;-52.281581878662109
15.532499999999933;-52.394332885742188;-52.394332885742188
15.579999999999933;-52.430801391601563;-52.430801391601563
15.627499999999932;-52.44964599609375;-52.44964599609375
15.674999999999931;-52.478363037109375;-52.478363037109375
15.722499999999931;-52.478919982910156;-52.478919982910156
15.76999999999993;-52.498096466064453;-52.498096466064453
15.81749999999993;-52.488395690917969;-52.488395690917969
15.864999999999929;-52.432460784912109;-52.432460784912109
15.912499999999929;-52.358200073242188;-52.358200073242188
15.959999999999928;-52.328414916992187;-52.328414916992187
16.007499999999929;-52.324954986572266;-52.324954986572266
16.054999999999929;-52.28955078125;-52.28955078125
16.102499999999928;-52.205593109130859;-52.205593109130859
16.149999999999928;-52.176990509033203;-52.176990509033203
16.197499999999927;-52.046428680419922;-52.046428680419922
16.244999999999926;-51.898643493652344;-51.898643493652344
16.292499999999926;-51.832668304443359;-51.832668304443359
16.339999999999925;-51.836708068847656;-51.836708068847656
16.387499999999925;-51.861354827880859;-51.861354827880859
16.434999999999924;-51.977901458740234;-51.977901458740234
16.482499999999924;-52.045318603515625;-52.045318603515625
16.529999999999923;-52.140823364257812;-52.140823364257812
16.577499999999922;-52.355640411376953;-52.355640411376953
16.624999999999922;-52.455196380615234;-52.455196380615234
16.672499999999921;-52.515590667724609;-52.515590667724609
16.719999999999921;-52.522708892822266;-52.522708892822266
16.76749999999992;-52.589435577392578;-52.589435577392578
16.81499999999992;-52.713768005371094;-52.713768005371094
16.862499999999919;-52.858901977539063;-52.858901977539063
16.909999999999918;-52.901557922363281;-52.901557922363281
16.957499999999918;-52.935207366943359;-52.935207366943359
17.004999999999917;-52.964202880859375;-52.964202880859375
17.052499999999917;-52.984634399414062;-52.984634399414062
17.099999999999916;-53.034534454345703;-53.034534454345703
17.147499999999916;-53.047893524169922;-53.047893524169922
17.194999999999915;-53.086845397949219;-53.086845397949219
17.242499999999914;-53.145000457763672;-53.145000457763672
17.289999999999914;-53.148124694824219;-53.148124694824219
17.337499999999913;-53.146652221679687;-53.146652221679687
17.384999999999913;-53.156387329101562;-53.156387329101562
17.432499999999912;-53.185466766357422;-53.185466766357422
17.479999999999912;-53.203182220458984;-53.203182220458984
17.527499999999911;-53.202068328857422;-53.202068328857422
17.57499999999991;-53.194869995117188;-53.194869995117188
17.62249999999991;-53.164661407470703;-53.164661407470703
17.669999999999909;-53.153446197509766;-53.153446197509766
17.717499999999909;-53.149589538574219;-53.149589538574219
17.764999999999908;-53.144817352294922;-53.144817352294922
17.812499999999908;-53.121913909912109;-53.121913909912109
17.859999999999907;-53.144451141357422;-53.144451141357422
17.907499999999906;-53.169990539550781;-53.169990539550781
17.954999999999906;-53.141151428222656;-53.141151428222656
18.002499999999905;-53.164287567138672;-53.164287567138672
18.049999999999905;-53.273086547851563;-53.273086547851563
18.097499999999904;-53.299026489257813;-53.299026489257813
18.144999999999904;-53.326515197753906;-53.326515197753906
18.192499999999903;-53.366432189941406;-53.366432189941406
18.239999999999903;-53.441932678222656;-53.441932678222656
18.287499999999902;-53.507369995117188;-53.507369995117188
18.334999999999901;-53.550785064697266;-53.550785064697266
18.382499999999901;-53.562408447265625;-53.562408447265625
18.4299999999999;-53.689945220947266;-53.689945220947266
18.4774999999999;-53.761577606201172;-53.761577606201172
18.524999999999899;-53.805698394775391;-53.805698394775391
18.572499999999899;-53.864887237548828;-53.864887237548828
18.619999999999898;-53.928268432617188;-53.928268432617188
18.667499999999897;-53.98431396484375;-53.98431396484375
18.714999999999897;-54.027366638183594;-54.027366638183594
18.762499999999896;-54.075084686279297;-54.075084686279297
18.809999999999896;-54.098220825195313;-54.098220825195313
18.857499999999895;-54.103549957275391;-54.103549957275391
18.904999999999895;-54.10870361328125;-54.10870361328125
18.952499999999894;-54.129524230957031;-54.129524230957031
18.999999999999893;-54.108154296875;-54.108154296875
19.047499999999893;-54.174102783203125;-54.174102783203125
19.094999999999892;-54.215660095214844;-54.215660095214844
19.142499999999892;-54.218029022216797;-54.218029022216797
19.189999999999891;-54.28155517578125;-54.28155517578125
19.237499999999891;-54.338146209716797;-54.338146209716797
19.28499999999989;-54.372058868408203;-54.372058868408203
19.332499999999889;-54.441169738769531;-54.441169738769531
19.379999999999889;-54.460414886474609;-54.460414886474609
19.427499999999888;-54.538551330566406;-54.538551330566406
19.474999999999888;-54.553562164306641;-54.553562164306641
19.522499999999887;-54.643962860107422;-54.643962860107422
19.569999999999887;-54.674468994140625;-54.674468994140625
19.617499999999886;-54.808856964111328;-54.808856964111328
19.664999999999885;-54.846454620361328;-54.846454620361328
19.712499999999885;-54.9384765625;-54.9384765625
19.759999999999884;-55.003604888916016;-55.003604888916016
19.807499999999884;-55.036991119384766;-55.036991119384766
19.854999999999883;-55.099529266357422;-55.099529266357422
19.902499999999883;-55.098972320556641;-55.098972320556641
19.949999999999882;-55.171497344970703;-55.171497344970703
19.997499999999881;-55.218975067138672;-55.218975067138672
20.044999999999881;-55.277999877929688;-55.277999877929688
20.09249999999988;-55.366260528564453;-55.366260528564453
20.13999999999988;-55.502727508544922;-55.502727508544922
20.187499999999879;-55.659770965576172;-55.659770965576172
20.234999999999879;-55.782844543457031;-55.782844543457031
20.282499999999878;-55.960693359375;-55.960693359375
20.329999999999878;-55.988788604736328;-55.988788604736328
20.377499999999877;-56.076210021972656;-56.076210021972656
20.424999999999876;-56.139537811279297;-56.139537811279297
20.472499999999876;-56.237911224365234;-56.237911224365234
20.519999999999875;-56.30999755859375;-56.30999755859375
20.567499999999875;-56.384883880615234;-56.384883880615234
20.614999999999874;-56.463554382324219;-56.463554382324219
20.662499999999874;-56.53271484375;-56.53271484375
20.709999999999873;-56.602058410644531;-56.602058410644531
20.757499999999872;-56.675064086914062;-56.675064086914062
20.804999999999872;-56.689308166503906;-56.689308166503906
20.852499999999871;-56.667949676513672;-56.667949676513672
20.899999999999871;-56.816360473632813;-56.816360473632813
20.94749999999987;-56.875102996826172;-56.875102996826172
20.99499999999987;-56.98583984375;-56.98583984375
21.042499999999869;-57.022289276123047;-57.022289276123047
21.089999999999868;-57.109470367431641;-57.109470367431641
21.137499999999868;-57.226837158203125;-57.226837158203125
21.184999999999867;-57.291484832763672;-57.291484832763672
21.232499999999867;-57.378116607666016;-57.378116607666016
21.279999999999866;-57.353466033935547;-57.353466033935547
21.327499999999866;-57.412284851074219;-57.412284851074219
21.374999999999865;-57.471138000488281;-57.471138000488281
21.422499999999864;-57.551296234130859;-57.551296234130859
21.469999999999864;-57.690395355224609;-57.690395355224609
21.517499999999863;-57.791980743408203;-57.791980743408203
21.564999999999863;-57.870540618896484;-57.870540618896484
21.612499999999862;-57.984962463378906;-57.984962463378906
21.659999999999862;-58.041969299316406;-58.041969299316406
21.707499999999861;-58.131259918212891;-58.131259918212891
21.75499999999986;-58.205825805664062;-58.205825805664062
21.80249999999986;-58.306251525878906;-58.306251525878906
21.849999999999859;-58.433696746826172;-58.433696746826172
21.897499999999859;-58.572021484375;-58.572021484375
21.944999999999858;-58.648571014404297;-58.648571014404297
21.992499999999858;-58.8084716796875;-58.8084716796875
22.039999999999857;-58.953422546386719;-58.953422546386719
22.087499999999856;-59.107627868652344;-59.107627868652344
22.134999999999856;-59.247459411621094;-59.247459411621094
22.182499999999855;-59.325119018554688;-59.325119018554688
22.229999999999855;-59.553516387939453;-59.553516387939453
22.277499999999854;-59.593723297119141;-59.593723297119141
22.324999999999854;-59.687835693359375;-59.687835693359375
22.372499999999853;-59.893547058105469;-59.893547058105469
22.419999999999852;-60.043048858642578;-60.043048858642578
22.467499999999852;-60.205284118652344;-60.205284118652344
22.514999999999851;-60.353389739990234;-60.353389739990234
22.562499999999851;-60.474777221679688;-60.474777221679688
22.60999999999985;-60.675025939941406;-60.675025939941406
22.65749999999985;-60.782726287841797;-60.782726287841797
22.704999999999849;-60.971271514892578;-60.971271514892578
22.752499999999849;-61.134773254394531;-61.134773254394531
22.799999999999848;-61.150146484375;-61.150146484375
22.847499999999847;-61.482963562011719;-61.482963562011719
22.894999999999847;-61.62359619140625;-61.62359619140625
22.942499999999846;-61.781063079833984;-61.781063079833984
22.989999999999846;-61.845439910888672;-61.845439910888672
23.037499999999845;-62.151176452636719;-62.151176452636719
23.084999999999845;-62.367408752441406;-62.367408752441406
23.132499999999844;-62.559383392333984;-62.559383392333984
23.179999999999843;-62.733345031738281;-62.733345031738281
23.227499999999843;-63.009410858154297;-63.009410858154297
23.274999999999842;-63.196224212646484;-63.196224212646484
23.322499999999842;-63.433803558349609;-63.433803558349609
23.369999999999841;-63.785102844238281;-63.785102844238281
23.417499999999841;-64.003555297851563;-64.003555297851563
23.46499999999984;-64.275115966796875;-64.275115966796875
23.512499999999839;-64.513626098632812;-64.513626098632812
23.559999999999839;-64.880996704101563;-64.880996704101563
23.607499999999838;-65.130233764648438;-65.130233764648438
23.654999999999838;-65.317390441894531;-65.317390441894531
23.702499999999837;-65.596405029296875;-65.596405029296875
23.749999999999837;-66.054534912109375;-66.054534912109375
23.797499999999836;-66.32000732421875;-66.32000732421875
23.844999999999835;-66.558486938476562;-66.558486938476562
23.892499999999835;-66.974288940429687;-66.974288940429687
23.939999999999834;-67.21234130859375;-67.21234130859375
23.987499999999834;-67.650810241699219;-67.650810241699219
24.034999999999833;-68.125045776367188;-68.125045776367188
24.082499999999833;-68.441581726074219;-68.441581726074219
24.129999999999832;-68.829597473144531;-68.829597473144531
24.177499999999831;-69.288688659667969;-69.288688659667969
24.224999999999831;-69.656227111816406;-69.656227111816406
24.27249999999983;-70.223426818847656;-70.223426818847656
24.31999999999983;-70.668357849121094;-70.668357849121094
24.367499999999829;-71.215232849121094;-71.215232849121094
24.414999999999829;-71.813568115234375;-76.981964111328125
24.462499999999828;-72.158004760742187;-78.768707275390625
24.509999999999827;-73.173011779785156;-79.151084899902344
24.557499999999827;-73.397239685058594;-80.708763122558594
